genus_and_species,taxonomy_id,strain,superkingdom,phylum,class,order,family,genus,assembly_or_accession,Tmin,Topt_ave,Topt_low,Topt_high,Tmax,Tmax_Tmin,row_id,accession,ambiguous_bases,checkm2_completeness,checkm2_contamination,checkm2_model,checkm_completeness,checkm_contamination,checkm_marker_count,checkm_marker_lineage,checkm_marker_set_count,checkm_strain_heterogeneity,coding_bases,coding_density,contig_count,gc_count,gc_percentage,genome_size,gtdb_genome_representative,gtdb_representative,gtdb_taxonomy,gtdb_type_designation_ncbi_taxa,gtdb_type_designation_ncbi_taxa_sources,gtdb_type_species_of_genus,l50_contigs,l50_scaffolds,longest_contig,longest_scaffold,lsu_23s_contig_len,lsu_23s_count,lsu_23s_length,lsu_23s_query_id,lsu_5s_contig_len,lsu_5s_count,lsu_5s_length,lsu_5s_query_id,lsu_silva_23s_blast_align_len,lsu_silva_23s_blast_bitscore,lsu_silva_23s_blast_evalue,lsu_silva_23s_blast_perc_identity,lsu_silva_23s_blast_subject_id,lsu_silva_23s_taxonomy,mean_contig_length,mean_scaffold_length,mimag_high_quality,mimag_low_quality,mimag_medium_quality,n50_contigs,n50_scaffolds,ncbi_assembly_level,ncbi_assembly_name,ncbi_assembly_type,ncbi_bioproject,ncbi_biosample,ncbi_contig_count,ncbi_contig_n50,ncbi_country,ncbi_date,ncbi_genbank_assembly_accession,ncbi_genome_category,ncbi_genome_representation,ncbi_isolate,ncbi_isolation_source,ncbi_lat_lon,ncbi_molecule_count,ncbi_ncrna_count,ncbi_organism_name,ncbi_protein_count,ncbi_refseq_category,ncbi_rrna_count,ncbi_scaffold_count,ncbi_scaffold_l50,ncbi_scaffold_n50,ncbi_scaffold_n75,ncbi_scaffold_n90,ncbi_seq_rel_date,ncbi_spanned_gaps,ncbi_species_taxid,ncbi_ssu_count,ncbi_strain_identifiers,ncbi_submitter,ncbi_taxonomy,ncbi_taxonomy_unfiltered,ncbi_total_gap_length,ncbi_total_length,ncbi_translation_table,ncbi_trna_count,ncbi_type_material_designation,ncbi_ungapped_length,ncbi_unspanned_gaps,ncbi_wgs_master,protein_count,scaffold_count,ssu_contig_len,ssu_count,ssu_gg_blast_align_len,ssu_gg_blast_bitscore,ssu_gg_blast_evalue,ssu_gg_blast_perc_identity,ssu_gg_blast_subject_id,ssu_gg_taxonomy,ssu_length,ssu_query_id,ssu_silva_blast_align_len,ssu_silva_blast_bitscore,ssu_silva_blast_evalue,ssu_silva_blast_perc_identity,ssu_silva_blast_subject_id,ssu_silva_taxonomy,total_gap_length,trna_aa_count,trna_count,trna_selenocysteine_count,taxid_match,name_only_match,tempura_name_norm,tempura_binomial,ncbi_taxid,gtdb_name_norm
Aciduliprofundum boonei,379547,T469,Archaea,Euryarchaeota,NA,NA,NA,Aciduliprofundum,GCA_000025665.1,55,70,NA,NA,75,20,14,GB_GCA_015520595.1,0,94.57,0.45,Specific,96.73,0,187,p__Euryarchaeota (UID3),124,0,1344208,94.5927231170235,139,556078,39.13154235465656,1421048,RS_GCF_000025665.1,FALSE,d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Aciduliprofundales;f__Aciduliprofundaceae;g__Aciduliprofundum;s__Aciduliprofundum boonei,not type material,none,FALSE,29,29,49568,49568,none,0,none,none,26596,1,117,WAPU01000109.1,none,none,none,none,none,none,10223,10223,FALSE,FALSE,TRUE,14658,14658,Contig,ASM1552059v1,na,PRJNA546572,SAMN12837331,139,14658,Pacific Ocean,2020-11-16,GCA_015520595.1,derived from metagenome,full,S144_65_esom,deep-sea hydrothermal deposit,34.8610792 S 179.057703 E,0,none,Candidatus Aciduliprofundum boonei,none,na,none,none,none,none,none,none,2020-11-16,0,379547,none,S144_65_esom,Portland State University,d__Archaea;p__Candidatus Thermoplasmatota;c__;o__;f__;g__Candidatus Aciduliprofundum;s__Candidatus Aciduliprofundum boonei,d__Archaea;p__Candidatus Thermoplasmatota;x__DHVE2 group;g__Candidatus Aciduliprofundum;s__Candidatus Aciduliprofundum boonei,0,1421048,none,none,na,1421048,0,WAPU00000000.1,1637,139,12522,1,none,none,none,none,none,none,1478,WAPU01000110.1,1473,2710,0,99.864,CP001941.1422348.1423820,Archaea;Thermoplasmatota;Thermoplasmata;Acidiprofundales;Aciduliprofundaceae;Aciduliprofundum;Aciduliprofundum boonei T469,0,19,45,0,TRUE,FALSE,NA,NA,NA,NA
Aciduliprofundum boonei,379547,T469,Archaea,Euryarchaeota,NA,NA,NA,Aciduliprofundum,GCA_000025665.1,55,70,NA,NA,75,20,14,GB_GCA_015521405.1,0,80.15,0.97,Specific,85.62,0.87,187,p__Euryarchaeota (UID3),124,50,1064858,95.19117652317252,206,441597,39.47581553512621,1118652,RS_GCF_000025665.1,FALSE,d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Aciduliprofundales;f__Aciduliprofundaceae;g__Aciduliprofundum;s__Aciduliprofundum boonei,not type material,none,FALSE,57,57,19807,19807,none,0,none,none,6111,1,117,WAOF01000157.1,none,none,none,none,none,none,5430,5430,FALSE,FALSE,TRUE,6062,6062,Contig,ASM1552140v1,na,PRJNA546572,SAMN12837290,206,6062,Pacific Ocean,2020-11-16,GCA_015521405.1,derived from metagenome,full,S142_21,deep-sea hydrothermal deposit,34.86207984 S 179.0572892 E,0,none,Candidatus Aciduliprofundum boonei,none,na,none,none,none,none,none,none,2020-11-16,0,379547,none,S142_21,Portland State University,d__Archaea;p__Candidatus Thermoplasmatota;c__;o__;f__;g__Candidatus Aciduliprofundum;s__Candidatus Aciduliprofundum boonei,d__Archaea;p__Candidatus Thermoplasmatota;x__DHVE2 group;g__Candidatus Aciduliprofundum;s__Candidatus Aciduliprofundum boonei,0,1118652,none,none,na,1118652,0,WAOF00000000.1,1344,206,none,0,none,none,none,none,none,none,none,none,none,none,none,none,none,none,0,17,34,0,TRUE,FALSE,NA,NA,NA,NA
Aciduliprofundum boonei,379547,T469,Archaea,Euryarchaeota,NA,NA,NA,Aciduliprofundum,GCA_000025665.1,55,70,NA,NA,75,20,14,GB_GCA_013329755.1,0,97.62,0.11,Specific,99.19,0,187,p__Euryarchaeota (UID3),124,0,1310908,94.84796851202684,48,543529,39.32901834653275,1382115,RS_GCF_000025665.1,FALSE,d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Aciduliprofundales;f__Aciduliprofundaceae;g__Aciduliprofundum;s__Aciduliprofundum boonei,not type material,none,FALSE,11,11,102112,102112,55531,1,2922,DUJQ01000002.1,46576,1,117,DUJQ01000039.1,2922,5397,0,100,CP001941.14365.17290,Archaea;Thermoplasmatota;Thermoplasmata;Thermoplasmatales;Aciduliprofundaceae;Aciduliprofundum;Aciduliprofundum boonei T469,28791,30045,FALSE,FALSE,TRUE,35640,37801,Scaffold,ASM1332975v1,na,PRJNA593905,SAMN13193044,48,35640,none,2020-06-11,GCA_013329755.1,derived from metagenome,full,UBA8848,none,none,0,0,Candidatus Aciduliprofundum boonei,none,na,2,46,11,37801,25936,17226,2020-06-11,2,379547,0,UBA8848,The University of Queensland,d__Archaea;p__Candidatus Thermoplasmatota;c__;o__;f__;g__Candidatus Aciduliprofundum;s__Candidatus Aciduliprofundum boonei,d__Archaea;p__Candidatus Thermoplasmatota;x__DHVE2 group;g__Candidatus Aciduliprofundum;s__Candidatus Aciduliprofundum boonei,110,1382115,11,46,na,1382005,0,DUJQ00000000.1,1496,46,none,0,none,none,none,none,none,none,none,none,none,none,none,none,none,none,110,19,46,0,TRUE,FALSE,NA,NA,NA,NA
Aciduliprofundum boonei,379547,T469,Archaea,Euryarchaeota,NA,NA,NA,Aciduliprofundum,GCA_000025665.1,55,70,NA,NA,75,20,14,GB_GCA_015520815.1,0,91.55,0.16,Specific,95.12,3.27,187,p__Euryarchaeota (UID3),124,80,1282930,94.50632667087535,148,534451,39.37003639760237,1357507,RS_GCF_000025665.1,FALSE,d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Aciduliprofundales;f__Aciduliprofundaceae;g__Aciduliprofundum;s__Aciduliprofundum boonei,not type material,none,FALSE,36,36,34148,34148,15572,2,2067,WAPK01000032.1,none,0,none,none,2068,3524,0,97.437,CP001941.14365.17290,Archaea;Thermoplasmatota;Thermoplasmata;Thermoplasmatales;Aciduliprofundaceae;Aciduliprofundum;Aciduliprofundum boonei T469,9172,9172,FALSE,FALSE,TRUE,13368,13368,Contig,ASM1552081v1,na,PRJNA546572,SAMN12837321,148,13368,Pacific Ocean,2020-11-16,GCA_015520815.1,derived from metagenome,full,S143_99,deep-sea hydrothermal deposit,34.86107624 S 179.0576384 E,0,none,Candidatus Aciduliprofundum boonei,none,na,none,none,none,none,none,none,2020-11-16,0,379547,none,S143_99,Portland State University,d__Archaea;p__Candidatus Thermoplasmatota;c__;o__;f__;g__Candidatus Aciduliprofundum;s__Candidatus Aciduliprofundum boonei,d__Archaea;p__Candidatus Thermoplasmatota;x__DHVE2 group;g__Candidatus Aciduliprofundum;s__Candidatus Aciduliprofundum boonei,0,1357507,none,none,na,1357507,0,WAPK00000000.1,1548,148,4146,1,none,none,none,none,none,none,970,WAPK01000030.1,967,1770,0,99.69,CP001941.1422348.1423820,Archaea;Thermoplasmatota;Thermoplasmata;Acidiprofundales;Aciduliprofundaceae;Aciduliprofundum;Aciduliprofundum boonei T469,0,19,44,0,TRUE,FALSE,NA,NA,NA,NA
Aciduliprofundum boonei,379547,T469,Archaea,Euryarchaeota,NA,NA,NA,Aciduliprofundum,GCA_000025665.1,55,70,NA,NA,75,20,14,GB_GCA_015523095.1,0,90.9,3.1,Specific,95.12,2.42,187,p__Euryarchaeota (UID3),124,100,1288988,94.939297943502865,181,531849,39.17287877928581,1357697,RS_GCF_000025665.1,FALSE,d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Aciduliprofundales;f__Aciduliprofundaceae;g__Aciduliprofundum;s__Aciduliprofundum boonei,not type material,none,FALSE,40,40,32935,32935,2707,1,250,WALC01000061.1,21205,1,117,WALC01000052.1,250,440,3.33e-122,98.4,CP001941.14365.17290,Archaea;Thermoplasmatota;Thermoplasmata;Thermoplasmatales;Aciduliprofundaceae;Aciduliprofundum;Aciduliprofundum boonei T469,7501,7501,FALSE,FALSE,TRUE,11081,11081,Contig,ASM1552309v1,na,PRJNA546572,SAMN12837209,181,11081,Pacific Ocean,2020-11-16,GCA_015523095.1,derived from metagenome,full,S013_40,deep-sea hydrothermal deposit,34.86107892 S 179.0576362 E,0,none,Candidatus Aciduliprofundum boonei,none,na,none,none,none,none,none,none,2020-11-16,0,379547,none,S013_40,Portland State University,d__Archaea;p__Candidatus Thermoplasmatota;c__;o__;f__;g__Candidatus Aciduliprofundum;s__Candidatus Aciduliprofundum boonei,d__Archaea;p__Candidatus Thermoplasmatota;x__DHVE2 group;g__Candidatus Aciduliprofundum;s__Candidatus Aciduliprofundum boonei,0,1357697,none,none,na,1357697,0,WALC00000000.1,1611,181,3445,1,none,none,none,none,none,none,283,WALC01000169.1,281,520,5.36e-146,100,CP001941.1422348.1423820,Archaea;Thermoplasmatota;Thermoplasmata;Acidiprofundales;Aciduliprofundaceae;Aciduliprofundum;Aciduliprofundum boonei T469,0,18,38,0,TRUE,FALSE,NA,NA,NA,NA
Aeropyrum pernix,56636,K1,Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Aeropyrum,GCA_000011125.1,70,92.5,NA,NA,100,30,16,RS_GCF_004323575.1,0,99.19,0.33,Specific,98.42,1.27,245,c__Thermoprotei (UID148),158,33.33,1418138,88.57538668325576,148,904278,56.48221482127376,1601052,RS_GCF_000011125.1,FALSE,d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__Acidilobaceae;g__Aeropyrum;s__Aeropyrum pernix,not type material,none,FALSE,17,17,137966,138181,2465,3,2037,NZ_BDMD01000088.1,none,0,none,none,2037,3699,0,99.46,AB078016.2156.5238,Archaea;Thermoproteota;Thermoproteia;Desulfurococcales;Acidilobaceae;Aeropyrum;Aeropyrum pernix,10817,11118,FALSE,FALSE,TRUE,27581,27581,Scaffold,ASM432357v1,na,PRJNA224116,SAMD00074121,148,27581,Japan:Kagoshima; Ibusuki; Yamagawa Beach,2019-01-18,GCA_004323575.1,none,full,na,sediment,31.1058 N 130.3659 E,0,0,Aeropyrum pernix,none,na,10,144,17,27581,15253,7108,2019-01-18,4,56636,5,YK1-12-2013,"Laboratory of Marine Microbiology, Graduate School of Agriculture, Kyoto University",d__Archaea;p__Thermoproteota;c__Thermoprotei;o__Desulfurococcales;f__Desulfurococcaceae;g__Aeropyrum;s__Aeropyrum pernix,d__Archaea;x__TACK group;p__Thermoproteota;c__Thermoprotei;o__Desulfurococcales;f__Desulfurococcaceae;g__Aeropyrum;s__Aeropyrum pernix,56,1601052,11,45,na,1600996,0,BDMD00000000.1,1734,144,52325,5,none,none,none,none,none,none,912,NZ_BDMD01000007.1,912,1674,0,99.781,AP012489.1165170.1166817,Archaea;Thermoproteota;Thermoproteia;Desulfurococcales;Acidilobaceae;Aeropyrum;Aeropyrum camini SY1 = JCM 12091,56,19,45,0,TRUE,FALSE,NA,NA,NA,NA
Archaeoglobus fulgidus,2234,VC-16,Archaea,Euryarchaeota,Archaeoglobi,Archaeoglobales,Archaeoglobaceae,Archaeoglobus,GCA_000008665.1,60,83,NA,NA,90,30,17,RS_GCF_900069765.1,127,99.78,0.27,Specific,100,0.1,228,p__Euryarchaeota (UID49),153,0,1885571,92.57421246147796,206,992884,48.74978764605778,2036821,RS_GCF_000008665.1,FALSE,d__Archaea;p__Halobacteriota;c__Archaeoglobi;o__Archaeoglobales;f__Archaeoglobaceae;g__Archaeoglobus;s__Archaeoglobus fulgidus,not type material,none,FALSE,11,11,148442,148442,63825,1,2924,NZ_FJNF01000190.1,59404,1,114,NZ_FJNF01000046.1,2923,5398,0,100,FJNF01000190.59609.62540,Archaea;Halobacteriota;Archaeoglobi;Archaeoglobales;Archaeoglobaceae;Archaeoglobus;Archaeoglobus fulgidus,9887,9887,TRUE,FALSE,FALSE,67601,67601,Contig,ASM90006976v1,na,PRJNA224116,SAMEA3879005,206,67601,none,2016-09-20,GCA_900069765.1,none,full,Archaeoglobus_fulgidus_oil,formation liquid,none,0,0,Archaeoglobus fulgidus,2335,na,4,none,none,none,none,none,2016-09-20,0,2234,2,Archaeoglobus_fulgidus_oil,NTNU,d__Archaea;p__Euryarchaeota;c__Archaeoglobi;o__Archaeoglobales;f__Archaeoglobaceae;g__Archaeoglobus;s__Archaeoglobus fulgidus,d__Archaea;p__Euryarchaeota;c__Archaeoglobi;o__Archaeoglobales;f__Archaeoglobaceae;g__Archaeoglobus;s__Archaeoglobus fulgidus,0,2036821,11,46,na,2036821,0,FJNF00000000.1,2435,206,63825,2,1042,1925,0,100,755,k__Archaea;p__Euryarchaeota;c__Archaeoglobi;o__Archaeoglobales;f__Archaeoglobaceae;g__Archaeoglobus;s__fulgidus,1043,NZ_FJNF01000190.1,1043,1927,0,100,AE000782.1788987.1790478,Archaea;Halobacteriota;Archaeoglobi;Archaeoglobales;Archaeoglobaceae;Archaeoglobus;Archaeoglobus fulgidus DSM 4304,0,19,46,0,TRUE,FALSE,NA,NA,NA,NA
Archaeoglobus fulgidus,2234,VC-16,Archaea,Euryarchaeota,Archaeoglobi,Archaeoglobales,Archaeoglobaceae,Archaeoglobus,GCA_000008665.1,60,83,NA,NA,90,30,17,RS_GCF_001508745.1,0,99.95,0.08,Specific,95.59,0.65,228,p__Euryarchaeota (UID49),153,0,1896024,93.0531500497406,99,995195,48.842224393653034,2037571,RS_GCF_000008665.1,FALSE,d__Archaea;p__Halobacteriota;c__Archaeoglobi;o__Archaeoglobales;f__Archaeoglobaceae;g__Archaeoglobus;s__Archaeoglobus fulgidus,not type material,none,FALSE,19,19,104015,104015,42557,1,2925,NZ_LGEQ01000011.1,100525,1,114,NZ_LGEQ01000002.1,2923,5398,0,100,LGEQ01000011.5173.8104,Archaea;Halobacteriota;Archaeoglobi;Archaeoglobales;Archaeoglobaceae;Archaeoglobus;Archaeoglobus fulgidus,20581,20581,TRUE,FALSE,FALSE,34454,34454,Contig,ASM150874v1,na,PRJNA224116,SAMN03445115,99,34454,USA:Alaska; North Slope; Ivishak formation,2016-01-08,GCA_001508745.1,derived from metagenome,full,49_95,oil reservoir sample I2,none,0,0,Archaeoglobus fulgidus,none,na,4,none,none,none,none,none,2016-01-08,0,2234,2,49_95,Lawrence Berkeley National Lab,d__Archaea;p__Euryarchaeota;c__Archaeoglobi;o__Archaeoglobales;f__Archaeoglobaceae;g__Archaeoglobus;s__Archaeoglobus fulgidus,d__Archaea;p__Euryarchaeota;c__Archaeoglobi;o__Archaeoglobales;f__Archaeoglobaceae;g__Archaeoglobus;s__Archaeoglobus fulgidus,0,2037571,11,45,na,2037571,0,LGEQ00000000.1,2414,99,42557,2,none,none,none,none,none,none,1492,NZ_LGEQ01000011.1,1492,2712,0,99.464,AE000782.1788987.1790478,Archaea;Halobacteriota;Archaeoglobi;Archaeoglobales;Archaeoglobaceae;Archaeoglobus;Archaeoglobus fulgidus DSM 4304,0,19,45,0,TRUE,FALSE,NA,NA,NA,NA
Archaeoglobus fulgidus,2234,VC-16,Archaea,Euryarchaeota,Archaeoglobi,Archaeoglobales,Archaeoglobaceae,Archaeoglobus,GCA_000008665.1,60,83,NA,NA,90,30,17,GB_GCA_001508815.1,0,99.71,0.19,Specific,96.73,0.65,228,p__Euryarchaeota (UID49),153,0,1877207,93.03130155618209,153,980808,48.6072366109416,2017823,RS_GCF_000008665.1,FALSE,d__Archaea;p__Halobacteriota;c__Archaeoglobi;o__Archaeoglobales;f__Archaeoglobaceae;g__Archaeoglobus;s__Archaeoglobus fulgidus,not type material,none,FALSE,30,30,79077,79077,18407,1,2778,LGEX01000033.1,50045,1,114,LGEX01000004.1,2778,5131,0,100,LGEX01000033.1.2790,Archaea;Halobacteriota;Archaeoglobi;Archaeoglobales;Archaeoglobaceae;Archaeoglobus;Archaeoglobus fulgidus,13188,13188,TRUE,FALSE,FALSE,19697,19697,Contig,ASM150881v1,na,PRJNA278302,SAMN03445123,153,19697,USA:Alaska; North Slope; Kuparuk formation,2016-01-08,GCA_001508815.1,derived from metagenome,full,49_2300,oil reservoir sample K2,none,0,0,Archaeoglobus fulgidus,2489,na,0,none,none,none,none,none,2016-01-08,0,2234,0,49_2300,Lawrence Berkeley National Lab,d__Archaea;p__Euryarchaeota;c__Archaeoglobi;o__Archaeoglobales;f__Archaeoglobaceae;g__Archaeoglobus;s__Archaeoglobus fulgidus,d__Archaea;p__Euryarchaeota;c__Archaeoglobi;o__Archaeoglobales;f__Archaeoglobaceae;g__Archaeoglobus;s__Archaeoglobus fulgidus,0,2017823,11,0,na,2017823,0,LGEX00000000.1,2479,153,5331,1,none,none,none,none,none,none,1492,LGEX01000105.1,1492,2712,0,99.464,AE000782.1788987.1790478,Archaea;Halobacteriota;Archaeoglobi;Archaeoglobales;Archaeoglobaceae;Archaeoglobus;Archaeoglobus fulgidus DSM 4304,0,19,46,0,TRUE,FALSE,NA,NA,NA,NA
Conexivisphaera calidus,1874277,NAS-02,Archaea,Candidatus Geothermarchaeota,NA,NA,NA,Conexivisphaera,NA,60,65,NA,NA,70,10,25,RS_GCF_013340765.1,0,99.33,0.71,General,98.06,0,145,k__Archaea (UID2),103,0,1429829,89.70620527485379,1,989314,62.06868427293523,1593902,RS_GCF_013340765.1,TRUE,d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Conexivisphaerales;f__Conexivisphaeraceae;g__Conexivisphaera;s__Conexivisphaera calida,type strain of species,LPSN,TRUE,1,1,1593902,1593902,1593902,1,3058,NZ_AP018732.1,none,0,none,none,3058,5526,0,99.281,HE574568.8745.11856,Archaea;Thermoproteota;Nitrososphaeria;Nitrosocaldales;Nitrosocaldaceae;Candidatus Nitrosocaldus;uncultured archaeon,1593902,1593902,FALSE,FALSE,TRUE,1593902,1593902,Complete Genome,NAS2_1.0,na,PRJNA224116,SAMD00056253,none,none,Japan:Tochigi; Oku-Shiobara; Arayu,2019-05-09,GCA_013340765.1,none,full,na,water,36.955 N 139.780 E,1,0,Conexivisphaera calida,none,representative genome,3,1,1,1593902,1593902,1593902,2019-05-09,0,1874277,1,NAS-02,Japan Collection of Microorganisms,d__Archaea;p__Nitrososphaerota;c__Conexivisphaeria;o__Conexivisphaerales;f__Conexivisphaeraceae;g__Conexivisphaera;s__Conexivisphaera calida,d__Archaea;x__TACK group;p__Nitrososphaerota;c__Conexivisphaeria;o__Conexivisphaerales;f__Conexivisphaeraceae;g__Conexivisphaera;s__Conexivisphaera calida,0,1593902,11,46,assembly from type material,1593902,0,na,1614,1,1593902,1,none,none,none,none,none,none,1500,NZ_AP018732.1,1463,2675,0,99.658,HE574568.7129.8591,Archaea;Thermoproteota;Nitrososphaeria;Caldarchaeales;Terrestrial Hot Spring Gp(THSCG);Incertae Sedis;uncultured archaeon,0,18,46,0,TRUE,FALSE,NA,NA,NA,NA
Cuniculiplasma divulgatum,1673428,S-5,Archaea,Euryarchaeota,Thermoplasmata,Thermoplasmatales,Cuniculiplasmataceae,Cuniculiplasma,GCA_900090055.1,10,38.5,37,40,48,38,26,GB_GCA_027366975.1,0,88.9,6.22,Specific,89.34,4.72,187,p__Euryarchaeota (UID3),124,17.65,1855343,87.47710338825063,273,793933,37.43294858381657,2120947,RS_GCF_900083515.1,FALSE,d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Thermoplasmatales;f__Thermoplasmataceae;g__Cuniculiplasma;s__Cuniculiplasma divulgatum,not type material,none,FALSE,47,47,68198,68198,13366,2,1829,DAICVL010000180.1,14264,1,114,DAICVL010000221.1,1829,3373,0,99.945,ATDV01000007.115999.118903,Archaea;Thermoplasmatota;Thermoplasmata;Thermoplasmatales;Thermoplasmataceae;Cuniculiplasma;Thermoplasmatales archaeon Gpl,7769,7769,FALSE,FALSE,TRUE,12798,12798,Contig,ASM2736697v1,na,PRJNA834572,SAMN28407081,273,12798,China: Guangdong; Daobaoshan,2022-12-27,GCA_027366975.1,derived from metagenome,full,clean2873,sediment,24.55645 N 113.745245 E,0,none,Cuniculiplasma divulgatum,none,na,none,none,none,none,none,none,2022-12-27,0,1673428,none,clean2873,an eLibrary of Microbial Systematics and Genomics,d__Archaea;p__Candidatus Thermoplasmatota;c__Thermoplasmata;o__Thermoplasmatales;f__Cuniculiplasmataceae;g__Cuniculiplasma;s__Cuniculiplasma divulgatum,d__Archaea;p__Candidatus Thermoplasmatota;c__Thermoplasmata;o__Thermoplasmatales;f__Cuniculiplasmataceae;g__Cuniculiplasma;s__Cuniculiplasma divulgatum,0,2120947,none,none,na,2120947,0,DAICVL000000000.1,2357,273,24620,1,none,none,none,none,none,none,233,DAICVL010000200.1,233,431,2.08e-119,100,LT671858.211764.213232,Archaea;Thermoplasmatota;Thermoplasmata;Thermoplasmatales;Thermoplasmataceae;Cuniculiplasma;Cuniculiplasma divulgatum,0,17,50,0,TRUE,FALSE,NA,NA,NA,NA
Cuniculiplasma divulgatum,1673428,S-5,Archaea,Euryarchaeota,Thermoplasmata,Thermoplasmatales,Cuniculiplasmataceae,Cuniculiplasma,GCA_900090055.1,10,38.5,37,40,48,38,26,GB_GCA_031200235.1,0,97.52,0.98,Specific,99.6,0,187,p__Euryarchaeota (UID3),124,0,1788258,89.13035676904214,1,926220,46.16465803403212,2006340,GB_GCA_031200235.1,TRUE,d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Thermoplasmatales;f__Thermoplasmataceae;g__UBA509;s__UBA509 sp002498845,not type material,none,FALSE,1,1,2006340,2006340,2006340,1,2899,CP133595.1,2006340,1,116,CP133595.1,2897,5350,0,100,ATMF01000013.26093.28997,Archaea;Thermoplasmatota;Thermoplasmata;Thermoplasmatales;Thermoplasmataceae;Incertae Sedis;Thermoplasmatales archaeon A-plasma,2006340,2006340,TRUE,FALSE,FALSE,2006340,2006340,Complete Genome,ASM3120023v1,na,PRJNA976529,SAMN37179812,none,none,none,2023-09-06,GCA_031200235.1,derived from metagenome,full,BR_06,bioreactor for gold-bearing concentrate biooxidation,none,1,0,Cuniculiplasma divulgatum,none,na,3,1,1,2006340,2006340,2006340,2023-09-06,0,1673428,1,BR_06,Research Center of Biotechnology,d__Archaea;p__Candidatus Thermoplasmatota;c__Thermoplasmata;o__Thermoplasmatales;f__Cuniculiplasmataceae;g__Cuniculiplasma;s__Cuniculiplasma divulgatum,d__Archaea;p__Candidatus Thermoplasmatota;c__Thermoplasmata;o__Thermoplasmatales;f__Cuniculiplasmataceae;g__Cuniculiplasma;s__Cuniculiplasma divulgatum,0,2006340,11,46,na,2006340,0,na,2078,1,2006340,1,none,none,none,none,none,none,1469,CP133595.1,1457,2691,0,100,ACXK01000051.16727.18183,Archaea;Thermoplasmatota;Thermoplasmata;Thermoplasmatales;Thermoplasmataceae;A-plasma;Thermoplasmatales archaeon A-plasma,0,19,46,0,TRUE,FALSE,NA,NA,NA,NA
Cuniculiplasma divulgatum,1673428,S-5,Archaea,Euryarchaeota,Thermoplasmata,Thermoplasmatales,Cuniculiplasmataceae,Cuniculiplasma,GCA_900090055.1,10,38.5,37,40,48,38,26,RS_GCF_900090055.1,0,99.67,0.26,Specific,96.33,0,187,p__Euryarchaeota (UID3),124,0,1657548,88.2183131124542,1,698217,37.16062878808845,1878916,RS_GCF_900083515.1,FALSE,d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Thermoplasmatales;f__Thermoplasmataceae;g__Cuniculiplasma;s__Cuniculiplasma divulgatum,not type material,none,FALSE,1,1,1878916,1878916,1878916,1,2894,NZ_LT719092.1,1878916,1,114,NZ_LT719092.1,2894,5345,0,100,LT671858.1873338.1876243,Archaea;Thermoplasmatota;Thermoplasmata;Thermoplasmatales;Thermoplasmataceae;Cuniculiplasma;Cuniculiplasma divulgatum,1878916,1878916,TRUE,FALSE,FALSE,1878916,1878916,Complete Genome,C.divulgatum PM4,na,PRJNA224116,SAMEA3719624,none,none,United Kingdom,2017-01-31,GCA_900090055.1,none,full,na,acidic streamer,53.3822 N 4.3525 W,1,0,Cuniculiplasma divulgatum,1812,na,3,1,1,1878916,1878916,1878916,2017-01-31,0,1673428,1,PM4 (;VKM B-2940);JCM 30641,Immanuel Kant Baltic Federal University,d__Archaea;p__Candidatus Thermoplasmatota;c__Thermoplasmata;o__Thermoplasmatales;f__Cuniculiplasmataceae;g__Cuniculiplasma;s__Cuniculiplasma divulgatum,d__Archaea;p__Candidatus Thermoplasmatota;c__Thermoplasmata;o__Thermoplasmatales;f__Cuniculiplasmataceae;g__Cuniculiplasma;s__Cuniculiplasma divulgatum,0,1878916,11,46,na,1878916,0,na,1867,1,1878916,1,none,none,none,none,none,none,1468,NZ_LT719092.1,1468,2712,0,100,LT671858.211764.213232,Archaea;Thermoplasmatota;Thermoplasmata;Thermoplasmatales;Thermoplasmataceae;Cuniculiplasma;Cuniculiplasma divulgatum,0,19,46,0,TRUE,FALSE,NA,NA,NA,NA
